#Partida,,,Has.ko aurrek.,B. betiko aurrek.,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa
1 1000.470.01.241.00 2023,,"DEBEGESARI TRANSFERENTZIA, ENPLEGU PROG",0.0,0.0,15000.0,-15000.0,15000.0,0.0,0.0,0.0
1 1000.470.01.433.10 2024,,DEBEGESA,286088.0,286088.0,286088.0,0.0,286088.0,23840.67,23840.67,23840.67
1 1000.471.01.433.10 2024,,TORIBIO ECHEVERRIA.SARI DIRUA EKARP.,56000.0,56000.0,0.0,56000.0,0.0,0.0,0.0,0.0
1 1000.471.01.433.10 2023,,TORIBIO ECHEVERRIA.SARI DIRUA EKARP.,0.0,0.0,14000.0,-14000.0,14000.0,0.0,0.0,0.0
1 1000.471.02.241.00 2024,,BESTE ENPRESA BATZUEI,195000.0,195000.0,0.0,195000.0,0.0,0.0,0.0,0.0
1 1000.471.02.241.00 2023,,BESTE ENPRESA BATZUEI,0.0,0.0,30160.66,-30160.66,30160.66,0.0,0.0,0.0
1 1000.471.02.241.00 2022,,BESTE ENPRESA BATZUEI,0.0,0.0,2100.0,-2100.0,2100.0,0.0,0.0,0.0
1 1000.471.02.433.10 2024,,EMPRESEEI DIRULAGUNTZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.471.03.433.10 2024,,BEST.ENPR.BATZUEI.ERRONK.TENKOLOGIK.,100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
1 1000.471.03.433.10 2023,,BEST.ENPR.BATZUEI.ERRONK.TENKOLOGIK.,0.0,0.0,79183.38,-79183.38,79183.38,0.0,0.0,0.0
1 1000.471.06.241.00 2024,,UDAL DIRULAGUNTZA BESTE ENPRESEI,269900.0,269900.0,0.0,269900.0,0.0,0.0,0.0,0.0
1 1000.471.12.433.10 2024,,BESTE ENPRESEE. DIRU LAGUNTZA.LOKAL HUTZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.480.12.433.10 2024,,FAMILIEI ESKOLAUMEAK,190000.0,190000.0,0.0,190000.0,0.0,0.0,0.0,0.0
1 1000.480.14.433.10 2024,,FAMILIEI.LAGUNTZAK IKASLEEI,81000.0,81000.0,0.0,81000.0,0.0,0.0,0.0,0.0
1 1000.480.20.241.00 2024,,"LANGABETUEN FORMAKUNTZARAKO DIRU-LAG,",15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 1000.480.20.241.00 2023,,"LANGABETUEN FORMAKUNTZARAKO DIRU-LAG,",0.0,0.0,4250.0,-4250.0,4250.0,0.0,0.0,0.0
1 1000.481.01.433.10 2024,,DIRULAGUNTZA IZENDUA EKINGUNERI,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 1000.481.01.433.10 2023,,DIRULAGUNTZA IZENDUA EKINGUNERI,0.0,0.0,3750.0,-3750.0,3750.0,0.0,0.0,0.0
1 1000.481.03.433.10 2024,,TRANSFERENTZIA DENDARIEN ELKARTEARI,27000.0,27000.0,0.0,27000.0,0.0,0.0,0.0,0.0
1 1000.481.03.433.10 2023,,TRANSFERENTZIA DENDARIEN ELKARTEARI,0.0,0.0,6750.0,-6750.0,6750.0,0.0,0.0,0.0
1 1000.481.05.433.10 2024,,"TRANSF.""MERKATARITZ.GUNE IREKIA""",153900.0,153900.0,0.0,153900.0,0.0,0.0,0.0,0.0
1 1000.481.05.433.10 2023,,"TRANSF.""MERKATARITZ.GUNE IREKIA""",0.0,0.0,19725.0,-19725.0,19725.0,0.0,0.0,0.0
1 1000.481.12.241.00 2024,,TRASNF.EIBAR UNIBERTS.LABORALARI IRAKASK,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 1000.481.12.241.00 2023,,TRASNF.EIBAR UNIBERTS.LABORALARI IRAKASK,0.0,0.0,9000.0,-9000.0,9000.0,0.0,0.0,0.0
1 1000.481.17.433.10 2024,,"TRANSF.""EIBAR MERKAT-GUNE IREKIA"" ELK.",82000.0,82000.0,0.0,82000.0,0.0,0.0,0.0,0.0
1 1000.481.31.241.00 2024,,"TRANSF.""ARMERIA ESKOLAKO IKASLE OHIEN",60000.0,60000.0,0.0,60000.0,0.0,0.0,0.0,0.0
1 1000.481.31.241.00 2023,,"TRANSF.""ARMERIA ESKOLAKO IKASLE OHIEN",0.0,0.0,11250.0,-11250.0,11250.0,0.0,0.0,0.0
1 1000.481.32.433.10 2024,,GIPUZK.MERKATAR.FEDERAZ. TRANSFERENTZIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.481.32.433.10 2023,,GIPUZK.MERKATAR.FEDERAZ. TRANSFERENTZIA,0.0,0.0,625.0,-625.0,625.0,0.0,0.0,0.0
1 1000.481.33.433.10 2024,,GIPUZKOAKO OSTELERITZA ELKARTEARI TRANSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.481.38.433.10 2024,,"BIC GIPUZKOA DIRU LAGUNTZA ""TEKNOLOGIA E",63600.0,63600.0,0.0,63600.0,0.0,0.0,0.0,0.0
1 1000.481.38.433.10 2023,,"BIC GIPUZKOA DIRU LAGUNTZA ""TEKNOLOGIA E",0.0,0.0,45000.0,-45000.0,45000.0,0.0,0.0,0.0
1 1000.481.39.241.00 2024,,CRUZ IRASUEGUI FUNDAZIOARI DIRULAGUNTZA,25000.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0
1 1000.481.39.241.00 2023,,CRUZ IRASUEGUI FUNDAZIOARI DIRULAGUNTZA,0.0,0.0,15000.0,-15000.0,15000.0,0.0,0.0,0.0
1 1000.481.40.433.10 2024,,DEBEGESARAKO DIRU-LAGUNTZA,132158.71,132158.71,0.0,132158.71,0.0,0.0,0.0,0.0
1 1000.481.40.433.10 2023,,DEBEGESARAKO DIRU-LAGUNTZA,0.0,0.0,94295.23,-94295.23,94295.23,0.0,0.0,0.0
1 1000.625.01.241.00 2024,,ALTZARIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.626.01.241.00 2024,,INFORMAZIO PROZESUETARAKO EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.781.01.433.10 2024,,INKUBAGAILUAN OBRAK EGITEKO DIRU LAGUNTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.100.01.912.00 2024,,OINARRIZK.ORDAINK/BESTEL.ORDAINSARIAK,569881.93,569881.93,92057.28,477824.65,92057.28,92057.28,92057.28,92057.28
1 1100.120.01.491.00 2024,,OINARRIZKO ORDAINKETAK,20931.77,20931.77,3599.95,17331.82,3599.95,3599.95,3599.95,3599.95
1 1100.120.01.912.00 2024,,OINARRIZKO ORDAINKETAK,0.0,0.0,5710.19,-5710.19,5710.19,5710.19,5710.19,5710.19
1 1100.120.01.920.11 2024,,OINARRIZKO ORDAINKETAK,210147.1,210147.1,34701.48,175445.62,34701.48,34701.48,34701.48,34701.48
1 1100.120.01.920.20 2024,,OINARRIZKO ORDAINKETAK,140257.84,140257.84,22208.06,118049.78,22208.06,22208.06,22208.06,22208.06
1 1100.120.01.920.30 2024,,OINARRIZKO ORDAINKETAK,109820.17,109820.17,16975.23,92844.94,16975.23,16975.23,16975.23,16975.23
1 1100.120.01.923.10 2024,,OINARRIZKO ORDAINKETAK,15410.26,15410.26,2476.74,12933.52,2476.74,2476.74,2476.74,2476.74
1 1100.120.01.925.00 2024,,OINARRIZKO ORDAINKETAK,156429.95,156429.95,22075.85,134354.1,22075.85,22075.85,22075.85,22075.85
1 1100.121.99.491.00 2024,,BESTE OSAGARRI BATZUK,19717.5,19717.5,4841.41,14876.09,4841.41,4841.41,4841.41,4841.41
1 1100.121.99.912.00 2024,,BESTE OSAGARRI BATZUK,0.0,0.0,13862.53,-13862.53,13862.53,13862.53,13862.53,13862.53
1 1100.121.99.920.11 2024,,BESTE OSAGARRI BATZUK,285691.17,285691.17,71806.62,213884.55,71806.62,71806.62,71806.62,71806.62
1 1100.121.99.920.20 2024,,BESTE OSAGARRI BATZUK,180383.24,180383.24,50264.77,130118.47,50264.77,50264.77,50264.77,50264.77
1 1100.121.99.920.30 2024,,BESTE OSAGARRI BATZUK,204999.68,204999.68,48202.95,156796.73,48202.95,48202.95,48202.95,48202.95
1 1100.121.99.923.10 2024,,BESTE OSAGARRI BATZUK,21148.16,21148.16,5141.57,16006.59,5141.57,5141.57,5141.57,5141.57
1 1100.121.99.925.00 2024,,BESTE OSAGARRI BATZUK,248836.41,248836.41,52981.69,195854.72,52981.69,52981.69,52981.69,52981.69
1 1100.130.03.920.11 2024,,ORDAINKETAK PERTSONAL LABORAL FINKOARI,67029.09,67029.09,7183.88,59845.21,7183.88,7183.88,7183.88,7183.88
1 1100.130.03.920.20 2024,,ORDAINKETAK PERTSONAL LABORAL FINKOARI,51935.41,51935.41,15307.99,36627.42,15307.99,15307.99,15307.99,15307.99
1 1100.131.01.920.11 2024,,LABORAL EBENTUALA,62360.22,62360.22,13588.48,48771.74,13588.48,13588.48,13588.48,13588.48
1 1100.160.01.491.00 2024,,GIZARTE SEGURANTZA,13330.93,13330.93,3157.52,10173.41,3157.52,3157.52,3157.52,3157.52
1 1100.160.01.912.00 2024,,GIZARTE SEGURANTZA,173306.18,173306.18,41515.09,131791.09,41515.09,41515.09,41515.09,41515.09
1 1100.160.01.920.11 2024,,GIZARTE SEGURANTZA,167055.01,167055.01,31597.57,135457.44,31597.57,31597.57,31597.57,31597.57
1 1100.160.01.920.20 2024,,GIZARTE SEGURANTZA,105310.64,105310.64,19662.7,85647.94,19662.7,19662.7,19662.7,19662.7
1 1100.160.01.920.30 2024,,GIZARTE SEGURANTZA,71255.93,71255.93,17554.47,53701.46,17554.47,17554.47,17554.47,17554.47
1 1100.160.01.923.10 2024,,GIZARTE SEGURANTZA,9690.83,9690.83,2342.01,7348.82,2342.01,2342.01,2342.01,2342.01
1 1100.160.01.925.00 2024,,GIZARTE SEGURANTZA,120558.37,120558.37,25814.72,94743.65,25814.72,25814.72,25814.72,25814.72
1 1100.160.04.491.00 2024,,ELKARKIDETZAREN KUOTAK,1591.29,1591.29,339.33,1251.96,339.33,339.33,339.33,339.33
1 1100.160.04.912.00 2024,,ELKARKIDETZA KUOTAK,5770.93,5770.93,1246.68,4524.25,1246.68,1246.68,1246.68,1246.68
1 1100.160.04.920.11 2024,,ELKARKIDETZAREN KUOTAK,15881.04,15881.04,3047.34,12833.7,3047.34,3047.34,3047.34,3047.34
1 1100.160.04.920.20 2024,,ELKARKIDETZAREN KUOTAK,8333.49,8333.49,1500.13,6833.36,1500.13,1500.13,1500.13,1500.13
1 1100.160.04.920.30 2024,,ELKARKIDETZAREN KUOTAK,6527.75,6527.75,1392.15,5135.6,1392.15,1392.15,1392.15,1392.15
1 1100.160.04.923.10 2024,,ELKARKIDETZAREN KUOTAK,1091.24,1091.24,232.71,858.53,232.71,232.71,232.71,232.71
1 1100.160.04.925.00 2024,,ELKARKIDETZAREN KUOTAK,6547.45,6547.45,1396.26,5151.19,1396.26,1396.26,1396.26,1396.26
1 1100.161.03.221.00 2024,,ERRETIRO AURRERATUEN KALTE-ORDAINAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.162.01.920.20 2024,,PRESTAKUNTZA,50000.0,50000.0,5435.86,41237.39,5435.86,1904.28,552.58,552.58
1 1100.162.05.920.20 2024,,ASEGURUAK,85000.0,85000.0,74810.88,10189.12,74810.88,0.0,0.0,0.0
1 1100.204.01.920.12 2024,,ALTZARIEN ETA EKIPOEN ALOKAIRUA,30000.0,30000.0,20000.0,10000.0,20000.0,3752.16,3752.16,2501.44
1 1100.212.01.920.12 2024,,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",30000.0,30000.0,17000.0,13000.0,17000.0,2721.49,2721.49,1151.87
1 1100.215.01.920.30 2024,,INFORMAZ-PROZESUET.EKIPOAK.MANTENIM.,20300.0,20300.0,7458.22,12841.78,7458.22,841.87,841.87,841.87
1 1100.215.02.920.30 2024,,INFORMATIKA APLIKAZIOEN MANTENIMENDUA,112900.0,112900.0,28074.12,84825.88,28074.12,2902.11,2902.11,2902.11
1 1100.215.02.920.30 2023,,INFORMATIKA APLIKAZIOEN MANTENIMENDUA,0.0,0.0,11143.48,-11143.48,11143.48,0.0,10281.37,9857.87
1 1100.220.01.920.11 2024,,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,3000.0,3000.0,2867.5,132.5,2867.5,2867.5,2867.5,145.0
1 1100.220.01.920.12 2024,,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,70000.0,70000.0,32385.87,37614.13,32385.87,8289.24,7077.57,4960.81
1 1100.220.02.920.12 2024,,PRENTS/ALDIZK/LIBURUAK/BEST.ARGITARAP.,25000.0,25000.0,26397.68,-1397.68,26397.68,6634.85,6634.85,6634.85
1 1100.220.03.920.30 2024,,MATERIAL INFORMATIKO EZ-INBENTARIAGARRIA,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 1100.221.05.920.11 2024,,ARROPAK.ATEZAINA ETA MANDATARIAK,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 1100.221.91.920.20 2024,,BESTE HAINBAT GASTU.COVID-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.222.02.920.12 2024,,POSTA BIDEZKOAK,150000.0,150000.0,128666.67,21333.33,128666.67,6588.27,6588.27,2262.35
1 1100.222.02.920.12 2023,,POSTA BIDEZKOAK,0.0,0.0,19922.69,-19922.69,19922.69,0.0,6676.95,6676.95
1 1100.222.99.920.12 2024,,BESTEL.KOMUNIK.MANDATUG/MEZULARIAK/ABAR,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 1100.224.99.920.11 2024,,ERANTZUNKIZUN ZIBILERAKO ASEGURUA,75000.0,75000.0,72581.09,2418.91,72581.09,13098.59,13098.59,13098.59
1 1100.226.02.912.00 2024,,PROTOKOLO ETA ORDEZKARITZA GASTUAK,21000.0,21000.0,6063.94,14936.06,6063.94,573.54,333.92,333.92
1 1100.226.02.920.20 2024,,PROTOKOLO ETA LAN TEKNIKOAK,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 1100.226.03.491.00 2024,,"ARGITALPENAK, PUBLIZITATEA ETA PROPAGAND",5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 1100.226.03.912.00 2024,,ARGITALPENAK/PUBLIZITATEA ETA PROPAGANDA,15000.0,15000.0,7299.76,7700.24,7299.76,183.92,183.92,183.92
1 1100.226.03.912.00 2023,,ARGITALPENAK/PUBLIZITATEA ETA PROPAGANDA,0.0,0.0,2686.2,-2686.2,2686.2,0.0,2686.2,2686.2
1 1100.226.03.920.12 2024,,ARGITALPENAK/PUBLIZITATEA ETA PROPAGANDA,12000.0,12000.0,1295.05,10704.95,1295.05,397.23,397.23,397.23
1 1100.226.04.920.11 2024,,JURIDIKOAK,120000.0,120000.0,0.0,120000.0,0.0,0.0,0.0,0.0
1 1100.226.04.920.11 2023,,JURIDIKOAK,0.0,0.0,3920.4,-3920.4,3920.4,0.0,0.0,0.0
1 1100.226.99.336.10 2024,,BESTE HAINBAT GASTU,26780.0,26780.0,4779.5,22000.5,4779.5,2254.5,1754.5,1754.5
1 1100.226.99.336.10 2023,,BESTE HAINBAT GASTU,0.0,0.0,2801.15,-2801.15,2801.15,0.0,2801.15,2801.15
1 1100.226.99.920.11 2024,,KALTE-ORDAIN.HIRUGARREN. KONPENTS. ETA,60000.0,60000.0,2017.71,57982.29,2017.71,2017.71,2017.71,2017.71
1 1100.227.04.920.11 2024,,KONTRATU SOZIOKULTURALAK,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 1100.227.07.920.20 2024,,AZTERKETA ETA LAN TEKNIKOAK,10000.0,10000.0,382.36,9617.64,382.36,0.0,0.0,0.0
1 1100.227.20.920.30 2024,,HITZARMENA IZFE-KIN,150120.0,150120.0,701.8,149418.2,701.8,0.0,0.0,0.0
1 1100.227.90.920.11 2024,,KANPOKO LANAK,31612.5,31612.5,10209.33,21403.17,10209.33,816.75,816.75,816.75
1 1100.227.92.920.20 2024,,LAN OSASUNERAKO PREBENTZIO ZERBITZUA,30117.76,30117.76,31942.32,-1824.56,31942.32,2181.18,2181.18,2181.18
1 1100.227.92.920.20 2023,,LAN OSASUNERAKO PREBENTZIO ZERBITZUA,0.0,0.0,465.85,-465.85,465.85,0.0,465.85,465.85
1 1100.227.99.491.00 2024,,KANPOKO BESTELAKO LANAK,56986.25,56986.25,17939.0,39047.25,17939.0,689.7,229.9,229.9
1 1100.227.99.491.00 2023,,KANPOKO BESTELAKO LANAK,0.0,0.0,484.0,-484.0,484.0,0.0,484.0,484.0
1 1100.227.99.912.00 2024,,KANPOKO BESTELAKO LANAK,32520.0,32520.0,1166.63,31353.37,1166.63,1166.63,0.0,0.0
1 1100.227.99.912.00 2023,,KANPOKO BESTELAKO LANAK,0.0,0.0,2333.85,-2333.85,2333.85,0.0,1166.44,1166.44
1 1100.227.99.920.11 2024,,KANPOKO BESTELAKO LANAK,9500.0,9500.0,7120.85,2379.15,7120.85,0.0,0.0,0.0
1 1100.227.99.920.20 2024,,KANPOKO BESTELAKO LANAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.227.99.920.30 2024,,KANPOK.BESTELAK.LANAK.ASISTENTZ.TEKNIKOA,51320.0,51320.0,17545.0,33775.0,17545.0,8772.5,8772.5,8772.5
1 1100.227.99.920.30 2023,,KANPOK.BESTELAK.LANAK.ASISTENTZ.TEKNIKOA,0.0,0.0,16548.89,-16548.89,16548.89,0.0,5428.08,5428.08
1 1100.230.01.491.00 2024,,"PERTSONALAREN DIETAK, GARRAIO ETA LEKUAL",100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1100.230.01.920.11 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1100.230.01.920.20 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1100.230.01.920.20 2023,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,0.0,0.0,225.86,-225.86,225.86,0.0,0.0,0.0
1 1100.230.01.920.30 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1100.230.01.923.10 2024,,PERSTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1100.230.01.925.00 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1100.231.01.912.00 2024,,GOI-KARGUEN DIETAK/LOKOM/LEKUALDAK.,2500.0,2500.0,479.64,2020.36,479.64,479.64,479.64,479.64
1 1100.231.02.912.00 2024,,DIETAK GOI-KARGUEI BATZORD.JOATEAGATIK,154748.0,154748.0,20100.0,134648.0,20100.0,20100.0,20100.0,20100.0
1 1100.409.01.922.00 2024,,BESTELAKO ERAKUNDE PUBLIKOEI.FEMP,2500.0,2500.0,1535.98,964.02,1535.98,1535.98,1535.98,1535.98
1 1100.419.01.922.00 2024,,BESTELAKO ERAKUNDE PUBLIKOEI.EUDEL,5000.0,5000.0,4507.59,492.41,4507.59,4507.59,4507.59,0.0
1 1100.480.01.336.10 2024,,FAMILEI.MERCEDES KAREAGA BEKA,14400.0,14400.0,0.0,14400.0,0.0,0.0,0.0,0.0
1 1100.480.01.336.10 2022,,FAMILEI.MERCEDES KAREAGA BEKA,0.0,0.0,4500.0,-4500.0,0.0,0.0,0.0,0.0
1 1100.480.06.336.10 2024,,EIBARREN 675 URTEURRENA.HARRO NAGO ZUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.481.01.336.10 2024,,IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,7890.19,7890.19,0.0,7890.19,0.0,0.0,0.0,0.0
1 1100.481.01.912.00 2024,,IRABAZIZKO XEDERIK GABEKO ERAKUNDEEI,151800.0,151800.0,37950.0,113850.0,37950.0,37950.0,37950.0,37950.0
1 1100.481.34.922.00 2024,,PROGRESO  DIRECCION ELKARTEAREN KUOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.500.01.929.00 2024,,KREDITU GLOBALA ETA BESTEL. USTEKABEAK,250000.0,250000.0,0.0,250000.0,0.0,0.0,0.0,0.0
1 1100.625.01.920.12 2024,,ALTZARIAK,12000.0,12000.0,0.0,12000.0,0.0,0.0,0.0,0.0
1 1100.625.01.920.12 2023,,ALTZARIAK,0.0,0.0,10591.97,-10591.97,10591.97,0.0,8658.03,0.0
1 1100.625.02.920.11 2024,,BULEGO EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.625.02.920.12 2024,,BULEGO EKIPOAK,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 1100.625.03.925.00 2024,,BESTE EKIPO BATZUK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.626.01.920.30 2024,,INFORMAZIO-PROZESUETARAKO EKIPOAK,89550.0,89550.0,0.0,89550.0,0.0,0.0,0.0,0.0
1 1100.626.01.920.30 2023,,INFORMAZIO-PROZESUETARAKO EKIPOAK,0.0,0.0,57239.77,-57239.77,4281.7,0.0,0.0,0.0
1 1100.644.01.920.30 2024,,INFORMATIKA APLIKAZIOAK,68150.0,68150.0,0.0,68150.0,0.0,0.0,0.0,0.0
1 1100.644.01.920.30 2023,,INFORMATIKA APLIKAZIOAK,0.0,0.0,26213.68,-26213.68,26213.68,0.0,8065.86,8065.86
1 1100.823.01.920.20 2024,,PERTSONALAREN AURRERAKINAK,25000.0,25000.0,2479.18,22520.82,2479.18,2479.18,2479.18,2479.18
1 1100.833.01.920.20 2024,,PERTSONALAREN AURRERAKINAK,15000.0,15000.0,2929.93,12070.07,2929.93,2929.93,2929.93,2929.93
1 1200.120.01.931.10 2024,,OINARRIZKO ORDAINKETAK,101791.95,101791.95,7322.26,94469.69,7322.26,7322.26,7322.26,7322.26
1 1200.120.01.931.20 2024,,OINARRIZKO ORDAINKETAK,84352.3,84352.3,13689.58,70662.72,13689.58,13689.58,13689.58,13689.58
1 1200.120.01.932.00 2024,,OINARRIZKO ORDAINKETAK,135258.93,135258.93,25429.04,109829.89,25429.04,25429.04,25429.04,25429.04
1 1200.120.01.934.00 2024,,OINARRIZKO ORDAINKETAK,64262.38,64262.38,2854.26,61408.12,2854.26,2854.26,2854.26,2854.26
1 1200.121.99.931.10 2024,,BESTE OSAGARRI BATZUK,169849.77,169849.77,23069.48,146780.29,23069.48,23069.48,23069.48,23069.48
1 1200.121.99.931.20 2024,,BESTE OSAGARRI BATZUK,124486.65,124486.65,30044.8,94441.85,30044.8,30044.8,30044.8,30044.8
1 1200.121.99.932.00 2024,,BESTE OSAGARRI BATZUK,174508.37,174508.37,60608.32,113900.05,60608.32,60608.32,60608.32,60608.32
1 1200.121.99.934.00 2024,,BESTE OSAGARRI BATZUK,93646.05,93646.05,5860.05,87786.0,5860.05,5860.05,5860.05,5860.05
1 1200.131.01.931.10 2024,,BEHIN-BEHINEKO LAN-KONTRATUKO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1200.160.01.931.10 2024,,GIZARTE SEGURANTZA,71489.65,71489.65,7431.88,64057.77,7431.88,7431.88,7431.88,7431.88
1 1200.160.01.931.20 2024,,GIZARTE SEGURANTZA,45478.44,45478.44,13942.69,31535.75,13942.69,13942.69,13942.69,13942.69
1 1200.160.01.932.00 2024,,GIZARTE SEGURANTZA,68331.22,68331.22,24477.13,43854.09,24477.13,24477.13,24477.13,24477.13
1 1200.160.01.934.00 2024,,GIZARTE SEGURANTZA,33764.76,33764.76,2516.19,31248.57,2516.19,2516.19,2516.19,2516.19
1 1200.160.04.931.10 2024,,ELKARKIDETZAREN KUOTAK,3254.16,3254.16,556.86,2697.3,556.86,556.86,556.86,556.86
1 1200.160.04.931.20 2024,,ELKARKIDETZAREN KUOTAK,4345.41,4345.41,648.27,3697.14,648.27,648.27,648.27,648.27
1 1200.160.04.932.00 2024,,ELKARKIDETZAREN KUOTAK,8593.44,8593.44,2090.25,6503.19,2090.25,2090.25,2090.25,2090.25
1 1200.160.04.934.00 2024,,ELKARKIDETZAREN KUOTAK,2065.55,2065.55,232.71,1832.84,232.71,232.71,232.71,232.71
1 1200.227.07.931.10 2024,,AZTERK/LAN TEKNIK.AUDITORETZA,75000.0,75000.0,9443.34,65556.66,9443.34,9443.34,0.0,0.0
1 1200.227.07.931.10 2022,,AZTERK/LAN TEKNIK.AUDITORETZA,0.0,0.0,7840.8,-7840.8,7840.8,0.0,0.0,0.0
1 1200.227.99.931.20 2024,,KANPOKO BESTELAKO LANAK,20000.0,20000.0,784.08,19215.92,784.08,784.08,784.08,784.08
1 1200.230.01.931.10 2024,,PERTSONAL DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1200.230.01.931.20 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1200.230.01.932.00 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,85.08,14.92,85.08,85.08,85.08,85.08
1 1200.230.01.934.00 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1200.332.01.011.00 2024,,INTERESAK,50000.0,50000.0,10573.85,39426.15,10573.85,10573.85,10573.85,10573.85
1 1200.369.01.934.00 2024,,BESTELAKO FINANTZA GASTUAK,50000.0,50000.0,571.41,49428.59,571.41,571.41,565.11,571.41
1 1200.369.99.934.00 2024,,KONTRAKO DIFERENTZIAK KUTXAN,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1200.860.01.931.10 2024,,EPE LABURRERA IPINITAKO FIDANTZAK,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1200.860.02.931.10 2024,,EPE LUZERA IPINITAKO FIDANTZAK,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 1200.933.01.011.00 2024,,TOKIK.SEKT.PUBL.KANPO,397961.54,397961.54,48437.5,349524.04,48437.5,48437.5,48437.5,48437.5
1 0100.120.01.130.00 2024,,OINARRIZKO ORDAINKETAK,177185.19,177185.19,113399.95,63785.24,113399.95,113399.95,113399.95,113399.95
1 0100.120.01.132.00 2024,,OINARRIZKO ORDAINKETAK,422442.58,422442.58,60598.87,361843.71,60598.87,60598.87,60598.87,60598.87
1 0100.120.01.133.10 2024,,OINARRIZKO ORDAINKETAK,302886.94,302886.94,34190.03,268696.91,34190.03,34190.03,34190.03,34190.03
1 0100.121.99.130.00 2024,,BESTE OSAGARRI BATZUK,302740.38,302740.38,203530.58,99209.8,203530.58,203530.58,203530.58,203530.58
1 0100.121.99.132.00 2024,,BESTE OSAGARRI BATZUK,719166.65,719166.65,116545.12,602621.53,116545.12,116545.12,116545.12,116545.12
1 0100.121.99.133.10 2024,,BESTE OSAGARRI BATZUK,472286.75,472286.75,61916.72,410370.03,61916.72,61916.72,61916.72,61916.72
1 0100.160.01.130.00 2024,,GIZARTE SEGURANTZA,153690.37,153690.37,97071.18,56619.19,97071.18,97071.18,97071.18,97071.18
